"survey.id","species","sitename","site.id","survey.conducted","year","date","day","month","occurnotes","obsaffil","effortsource_desc","effortsource","effortmethod_desc","countyname","lat","lon","accuracy_desc","locaccuracy","wdfwregion","owlsitecenter_desc","owlsitecenter","count","data.type","age","individual.id","duration","time.to.detect","pass.id","survey.pass"
679,"RACA",NA,449,1,1993,"8/28/1993",28,8,"T14NR14ES01, BEAVER POND EAST SIDE OF RD 235 :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",46.99017124,-121.0391468,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"679_1"
680,"RACA",NA,450,1,1992,"6/14/1992",14,6,"MANASHTASH LAKE : ADULT","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Kittitas",46.99413084,-120.9445953,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"680_1"
681,"RACA",NA,451,1,1989,"4/26/1989",26,4,"T17NR13E SEC 1 NE :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.99510407,-121.1565849,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"681_1"
682,"RACA",NA,451,1,1993,"6/30/1993",30,6,"T17NR13ES01, 1920 RD. POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.99510407,-121.1565849,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"682_1"
683,"RACA",NA,452,1,1993,"7/6/1993",6,7,"T18NR13ES35, 1922 RD. POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.00330158,-121.1866177,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"683_1"
684,"RACA",NA,453,1,1993,"6/30/1993",30,6,"T18NR13ES36, WEST QUARTZ CR. TRAIL 952, 1922 RD :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.00414522,-121.1644268,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"684_1"
685,"RACA",NA,454,1,1993,"7/13/1993",13,7,"T18NR14ES33, 1901-715 RD. TRIB. TO HORSETAIL FALL :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.00427925,-121.1015632,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"685_1"
686,"RACA",NA,454,1,1993,"7/13/1993",13,7,"T18NR14ES33, RD. 1901-716, WATER CHANCE :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.00427925,-121.1015632,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"686_1"
687,"RACA",NA,455,1,1993,"7/6/1993",6,7,"T18NR13ES33, TRIBUTARY TO CROW CR. RD 1922 :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.00742706,-121.2227427,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"687_1"
688,"RACA",NA,455,1,1993,"7/6/1993",6,7,"T18NR13ES33, 1922 RD. TRIB. INTO CROW CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.00742706,-121.2227427,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"688_1"
689,"RACA",NA,456,1,1989,"8/3/1989",3,8,"CULVERT ON RD. 1901-716 (T18NR14E SEC 33 NE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.01089524,-121.0921523,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"689_1"
690,"RACA",NA,457,1,1993,"7/14/1993",14,7,"T18NR14ES29, QUARTZ CREEK, BOTTOM BY CAMPGROUND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.01525756,-121.1301137,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"690_1"
691,"RACA",NA,458,1,1993,"7/13/1993",13,7,"T18NR14ES28, RD. 1901-722 POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.01788149,-121.0990968,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"691_1"
692,"RACA",NA,458,1,1993,"7/14/1993",14,7,"T18NR14ES28, TD. 1901-722 POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.01788149,-121.0990968,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"692_1"
693,"RACA",NA,459,1,2007,"9/7/2007",7,9,NA,"GRUENDIKE, P/USFS","Other survey",30,"Ground","Pierce",47.02124559,-121.436669,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"693_1"
694,"RACA",NA,460,1,1963,"6/29/1963",29,6,"WHITE RIVER 5 MI N OF SILVER SPRINGS RANGER STATION : 1 SPECIMENS.","BAILEY, R/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Pierce",47.02854211,-121.5570301,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"694_1"
695,"RACA",NA,461,1,2007,"9/6/2007",6,9,NA,"GRUENDIKE, P/USFS","Other survey",30,"Ground","Pierce",47.02875289,-121.430251,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"695_1"
696,"RACA",NA,462,1,1999,"8/18/1999",18,8,"  : 8 ADULTS","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.03378475,-121.0893541,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"696_1"
697,"RACA",NA,463,1,1993,"7/6/1993",6,7,"T18NR13ES21, SAND CREEK, 1902 RD WATER CHANCE :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.03583452,-121.2295523,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"697_1"
698,"RACA",NA,464,1,1990,"9/23/1990",23,9,"TWIN LAKE IN THE CLEARWATER WILDERNESS AREA ABOUT 3/4 MILE UP SUMMIT LAKETRAIL.:  ","JEFFRIES, S/WDFW",NA,NA,"Ground","Pierce",47.03636038,-121.824888,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"698_1"
699,"RACA",NA,465,1,1993,"7/13/1993",13,7,"T18NR14ES16, RD. 1901-719 POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.04780134,-121.1035931,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"699_1"
700,"RACA","QUARTZ CREEK - NACHES R",466,1,2018,"8/13/2018",13,8,NA,"SHAH, J/USFS","Other survey",30,"Ground","Kittitas",47.04830619,-121.0973497,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"700_1"
701,"RACA",NA,467,1,1999,"8/18/1999",18,8,"  : 2 ADULTS","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.04986763,-121.1012528,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"701_1"
702,"RACA",NA,468,1,1992,"7/9/1992",9,7,"T18NR12E SEC 10 SW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",47.05618331,-121.3396555,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"702_1"
703,"RACA",NA,469,1,1993,"7/14/1993",14,7,"T18NR12ES12, ALDER CREEK, RD. 1961 :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.05694481,-121.2950638,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"703_1"
704,"RACA",NA,470,1,1989,"5/17/1989",17,5,"QUARTZ CR. SPUR TO U#7 (T18NR14E SEC 8 SE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.05894093,-121.1182382,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"704_1"
705,"RACA",NA,471,1,1992,"7/15/1992",15,7,"T18NR12E SEC 12 SE, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",47.06041031,-121.2821829,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"705_1"
706,"RACA",NA,472,1,1993,"7/13/1993",13,7,"T18NR14ES16, QUARTZ CREEK, 1901 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.06184292,-121.1037302,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"706_1"
707,"RACA",NA,473,1,1992,"7/16/1992",16,7,"T15NR12E SEC 9 NW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.06193043,-121.0415896,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"707_1"
708,"RACA",NA,474,1,1993,"7/27/1993",27,7,"T18NR12ES10, COUNTY CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.06439991,-121.3235479,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"708_1"
709,"RACA",NA,474,1,1993,"7/27/1993",27,7,"T18NR12ES10, POOL I ROAD SIDE DITCH OF 791 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.06439991,-121.3235479,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"709_1"
710,"RACA",NA,474,1,1993,"7/27/1993",27,7,"T18NR12ES10, TRIBUTARY TO COUNTY CR. 834 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.06439991,-121.3235479,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"710_1"
711,"RACA",NA,475,1,1993,"6/22/1993",22,6,"T18NR13ES09, LITTLE NACHES OFF CHANNEL :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.06514314,-121.2181914,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"711_1"
712,"RACA",NA,475,1,1993,"7/14/1993",14,7,"T18NR13ES09, LITTLE NACHES OFF CHANNEL :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.06514314,-121.2181914,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"712_1"
713,"RACA",NA,476,1,1994,"8/1/1994",1,8,"T18N R07E S08 SWSW ELEV 2040 FT : 2 CAPTURED","KELSEY, K/UNIV OF WASHINGTON",NA,NA,"Ground","Pierce",47.06528072,-121.9367048,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"713_1"
714,"RACA",NA,477,1,1994,"7/1/1994",1,7,"T18N R06E S12 NWNE / ELEV 1880 FT : 2 CAPTURED","KELSEY, K/UNIV OF WASHINGTON",NA,NA,"Ground","Pierce",47.06857587,-121.9828938,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"714_1"
715,"RACA",NA,478,1,2007,"9/8/2007",8,9,NA,"GRUENDIKE, P/USFS","Other survey",30,"Ground","Pierce",47.06906555,-121.426789,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"715_1"
716,"RACA",NA,479,1,1992,"7/9/1992",9,7,"T18NR12E SEC 3 SE, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",47.07090228,-121.3233863,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"716_1"
717,"RACA",NA,479,1,1993,"7/20/1993",20,7,"T18NR12ES03, TO COUNTY CR. 791 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.07090228,-121.3233863,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"717_1"
718,"RACA",NA,480,1,1992,"7/15/1992",15,7,"T18NR12E SEC 4 SW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",47.07143693,-121.345303,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"718_1"
719,"RACA",NA,481,1,2007,"9/10/2007",10,9,NA,"GRUENDIKE, P/USFS","Other survey",30,"Ground","Pierce",47.07330881,-121.4297595,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"719_1"
720,"RACA",NA,482,1,1950,"8/27/1950",27,8,"ABOUT 1 MI S OF NACHES PASSSMALL LAKE:  ","BROWN, W/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Yakima",47.07404901,-121.3749836,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"720_1"
721,"RACA",NA,483,1,1968,"6/19/1968",19,6,"UN-NAMED LAKE TOP OF QUARTZ MTN 38 MI W ELLENSBURG : 14 SPECIMENS.","NUSSBAUM, R/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Kittitas",47.07498389,-121.0769108,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"721_1"
722,"RACA",NA,484,1,1993,"7/27/1993",27,7,"T18NR11ES01, GOVERNMENT MEADOW OUTLET, 1900 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.07877533,-121.3549469,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"722_1"
723,"RACA",NA,485,1,1993,"7/13/1993",13,7,"T18NR14ES08, RD. 1901-731 POND :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.07900519,-121.1243004,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"723_1"
724,"RACA",NA,486,1,1993,"7/20/1993",20,7,"T18NR13ES06, FAWN CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",47.08104216,-121.2707093,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"724_1"
725,"RACA",NA,487,1,1993,"7/20/1993",20,7,"T18NR13ES05, BEAR CREEK, 1900 RD. :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.0815911,-121.2434821,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"725_1"
726,"RACA",NA,488,1,1992,"7/15/1992",15,7,"T18NR13E SEC 6 NW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",47.08182776,-121.2762117,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"726_1"
727,"RACA",NA,489,1,1989,"8/24/1989",24,8,"PYRAMID PEAK (T19NR11E SEC 27 NW) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",47.11013563,-121.4012774,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"727_1"
728,"RACA",NA,490,1,1998,"7/9/1998",9,7,"  : 1 ADULT","ENGEL, K/UNKNOWN",NA,NA,"Ground","Kittitas",47.12930041,-121.3815664,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"728_1"
729,"RACA",NA,491,1,1998,"4/2/1998",2,4,"  : 18 EGG MASSES","MCALLISTER, K/WDFW",NA,NA,"Ground","Pierce",47.13885326,-121.6241436,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"729_1"
730,"RACA",NA,491,1,1998,"5/28/1998",28,5,"  : 3 ADULT MALES/NUMEROUS TADPOLES","MCALLISTER, K/WDFW",NA,NA,"Ground","Pierce",47.13885326,-121.6241436,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"730_1"
731,"RACA",NA,492,1,1998,"6/11/1998",11,6,"  : 2 ADULTS/2 JUVENILES","ENGEL, K/UNKNOWN",NA,NA,"Ground","Kittitas",47.14440685,-121.2841628,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"731_1"
732,"RACA",NA,492,1,1998,"6/24/1998",24,6,"  : 1 ADULT","ENGEL, K/UNKNOWN",NA,NA,"Ground","Kittitas",47.14440685,-121.2841628,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"732_1"
733,"RACA",NA,493,1,1997,"8/21/1997",21,8,"GREEK CREEK : 1 ADULT","FOSTER-WHEELER/UNKNOWN",NA,NA,"Ground","Kittitas",47.15161941,-121.1903463,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"733_1"
734,"RACA",NA,494,1,2017,"6/1/2017",1,6,"VOUCHER PHOTO INCLUDED","BAILEY, J/WDFW;PROVENCE, C./WDFW","WDFW incidental",10,"Ground","Kittitas",47.16527778,-121.0216667,"GPS",10,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"734_1"
735,"RACA",NA,495,1,2013,"7/15/2013",15,7,NA,"MAINWARING, A/WADNR","Other incidental",40,"Ground","King",47.171,-121.4039,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"735_1"
736,"RACA",NA,496,1,1993,"6/1/1993",1,6,"MEADOW WETLANDS AND ELK WALLOW IN OLD-GROWTH FOREST SURROUNDINGS AT 4800 FT ELEV. : LOTS OF FROGS, TADPOLES, AND EGGS.","HOPPENSTEADT, T/UNKNOWN",NA,NA,"Ground","Kittitas",47.18451732,-121.240352,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"736_1"
737,"RACA",NA,497,1,1950,"6/9/1950",9,6,"18 MI E OF ENUMCLAW :  ","COWAN/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","King",47.20087712,-121.5962174,"General locality",13120,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"737_1"
738,"RACA",NA,498,1,2017,"8/10/2017",10,8,"INTAKE CREEK TRIBUTARY","RAGGON, M/USFS","Other survey",30,"Ground","King",47.20983,-121.38699,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"738_1"
739,"RACA","MAYWOOD FIELD, 2 LOCATIONS OPPOSITE SIDES ROAD",499,1,2013,"3/1/2013",1,3,NA,"ANDERSON, C/WDFW","WDFW survey",20,"Ground","King",47.22927621,-121.6089695,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"739_1"
740,"RACA","MAYWOOD FIELD, 2 LOCATIONS OPPOSITE SIDES ROAD",500,1,2013,"3/1/2013",1,3,NA,"ANDERSON, C/WDFW","WDFW survey",20,"Ground","King",47.23066688,-121.6095997,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"740_1"
741,"RACA",NA,501,1,1978,"6/24/1978",24,6,"LOGGING ROAD N. OF EASTON ON HILL :  ","BRADY, M/WDFW",NA,NA,"Ground","Kittitas",47.23744661,-121.1780595,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"741_1"
742,"RACA",NA,502,1,1992,"6/17/1992",17,6,"2 MI E OF EASTON OF CABIN CREEK ROAD (T20N R13E S9) :  ","MCMILLAN, A/WDFW",NA,NA,"Ground","Kittitas",47.24673675,-121.2346664,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"742_1"
743,"RACA",NA,503,1,1997,"9/4/1997",4,9,"  : 1 ADULT","FOSTER-WHEELER/UNKNOWN",NA,NA,"Ground","King",47.25916938,-121.5804069,"1/4 mile (Quarter Section)",1320,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"743_1"
744,"RACA",NA,504,1,1995,"6/15/1995",15,6,"T20NR12ER04 LAT 47153744, LONG 121164904TRIBUTARY TO YAKIMA RIVER, WA085S:  ","KAGEL, S/PRIVATE",NA,NA,"Ground","Kittitas",47.26105486,-121.2788659,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"744_1"
745,"RACA",NA,505,1,1992,"8/6/1992",6,8,"OWL CREEK, T21NR18E SEC 35 NW, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.27405055,-120.553722,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"745_1"
746,"RACA",NA,506,1,1967,"7/27/1967",27,7,"STAMPEDE PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","King",47.28391126,-121.3512268,"General locality",13120,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"746_1"
747,"RACA",NA,506,1,1967,"7/27/1967",27,7,"STAMPEDE PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","King",47.28391126,-121.3512268,"General locality",13120,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"747_1"
748,"RACA",NA,507,1,2013,"7/15/2013",15,7,NA,"MAINWARING, A/WADNR","Other incidental",40,"Ground","King",47.28619444,-121.6775278,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"748_1"
749,"RACA",NA,508,1,1992,"7/24/1992",24,7,"MOSQUITO CREEK, T21NR11E SEC 24 SW, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.28852309,-121.3478023,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"749_1"
750,"RACA",NA,509,1,1992,"7/30/1992",30,7,"T21NR17E SEC 21 SE, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.29095424,-120.707023,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"750_1"
751,"RACA",NA,510,1,1992,"7/24/1992",24,7,"MOSQUITO CREEK, T21NR12E SEC 22 SE, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.2950884,-121.3196959,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"751_1"
752,"RACA",NA,511,1,1993,"6/26/1993",26,6,"POND UP 624 ROAD : 2 AD","MCALLISTER, K/WDFW",NA,NA,"Ground","Kittitas",47.30189781,-120.5990192,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"752_1"
753,"RACA",NA,512,1,1993,"6/26/1993",26,6,"ROADSIDE POND : 1 AD","MCALLISTER, K/WDFW",NA,NA,"Ground","Kittitas",47.30391931,-120.5997202,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"753_1"
754,"RACA",NA,513,1,1994,"7/10/1994",10,7,"T21N R18E S17 SESE / ELEV 4940 FT / S SIDE OF 9712 RD, E OF JCT W/9711 & 9716 RDS : 7 ADULTS","DVECK, L/OREGON STATE UNIV",NA,NA,"Ground","Kittitas",47.30440419,-120.5999791,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"754_1"
755,"RACA",NA,514,1,1993,"6/26/1993",26,6,"POOL IN CREEK : 1 AD, 3 JUV","MCALLISTER, K/WDFW",NA,NA,"Ground","Kittitas",47.30481234,-120.5993873,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"755_1"
756,"RACA",NA,515,1,1990,"9/20/1990",20,9,"MOSQUITO CREEK, 1.9 MI S OF I-90 ON FOREST SERVICE ROAD 54 :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.30565735,-121.3181685,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"756_1"
757,"RACA",NA,516,1,1993,"6/26/1993",26,6,"ROADSIDE WATERHOLE : JUV","MCALLISTER, K/WDFW",NA,NA,"Ground","Kittitas",47.30630868,-120.5900792,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"757_1"
758,"RACA",NA,517,1,1992,"8/6/1992",6,8,"T21NR18E SEC 16 SW, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.30635159,-120.5942712,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"758_1"
759,"RACA",NA,518,1,1990,"8/26/1990",26,8,"SWAMP LAKE NEAR SW SHORE IN OLD GROWTH STAND :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.30946492,-121.2951124,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"759_1"
760,"RACA",NA,518,1,1992,"7/24/1992",24,7,"SWAMP LAKE, T21NR12E SEC 14 SE, CLE ELUM RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",47.30946492,-121.2951124,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"760_1"
761,"RACA",NA,519,1,2009,"6/2/2009",2,6,"LIFESTAGE NOT REPORTED | CASCADE FROG(S) REPORTED AT SITE ON 6/3/2009 THRU 8/24/2009","LESTER, M/CENTRAL WASHINGTON UNIV","Other survey",30,"Ground","Kittitas",47.31288724,-121.3076379,"1/8 mile (Quarter/Quarter Section)",660,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"761_1"
762,"RACA",NA,520,1,1993,"7/3/1993",3,7,"RD 9738 WETLAND : 4 ADS","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Kittitas",47.32017751,-120.7448368,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"762_1"
763,"RACA",NA,521,1,1930,"9/3/1930",3,9,"SWAUK CREEK :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Kittitas",47.32027011,-120.6845343,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"763_1"
764,"RACA",NA,521,1,1937,"4/15/1937",15,4,"SWAUK CREEK : 12 TADPOLES","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Kittitas",47.32027011,-120.6845343,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"764_1"
765,"RACA",NA,522,1,1992,"3/1/1992",1,3,"FOUND IN PUDDLE IN ROAD ALONG POWERLINE N OF HOWARD HANSON RES. IN GREENRIVER WATERSHED. ELEV. IS 1300 FT (T21N R8E S9): UNKNOWN NUMBER OF FROGS AND EGG MASSES","WHALEN, M/WDFW;SPENCER, R/WDFW",NA,NA,"Ground","King",47.32246353,-121.7979274,"General locality",13120,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"765_1"
766,"RACA",NA,523,1,1993,"6/26/1993",26,6,"GRASSY POND : 1 AD","MCALLISTER, K/WDFW",NA,NA,"Ground","Kittitas",47.32311296,-120.5778665,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"766_1"
